quote,tags
expect good to happen in your day and youll find that good things start to happen,inspirational
see your hard times through the spectacles of your experiences they too shall pass away,inspirational
other thinkers have philosophised since the time of plato but that does not destroy the interest and beauty of his philosophy,philosophy
what you hate the most stays with you while the loved ones walk away,love
when youre put in a position to really affect young people who are going to run the world one day if youre able to be in their life at a young age and make a positive impact i think thats a beautiful thing,life
most victories are in the best way acts of revenge,life
today you are youngyour beauty attract every manbut the day when you will feel older yourself when you will feel magic of body vanishon that day time will remind youthat man who fall in love with your soulbut you will not find himbecause you killed him in allthe day when you will feel wrinkles on your skinand will understandno one want to touch itnot soft any moreon that day time will remind that manwho die for aroma of your skinfor him its always remain best fragrance but you will not find him because you killed him by your ignorancethe day you will feelyou are now not able to feed sex hungerand you will understand men around you but not with youon that day time will remind you that manwho never hungry for your bodywho just feed love and emotions to your soul and to your heartbut you will not find himbecauseyou killed him by put your betrayed knife in his heartmaybe it will not happenmaybe your life will full of lovemaybe you will never remember pastmaybe you will forget allbut on the day when you will dieand your loving people will bury youinside your gravewhen you will realizeall that who loves youall that with you spend days  nightsall that for whom you cooked you serveall that whose bed you warmall that who impress by your beautyall that who claim to love youthey all buried you here alone and gonein that your lonelinesstime will remind youthat manwho just dream to lay with you inside your gravewho dream to bury together in one gravebut you will not find himthat day will realize youwhom you killedthat day will realize youyou killed a manwho dont wanted to be just partner of you life but to partner of your deathwho dont wanted to be just partner of your bed but to partner of your gravethen you will realize you betrayed killedpartner of your gravepartner of your grave,life
life is all about how you handle plan bplan a is always my first choiceyou know the one whereeverything works out to behappily everafterbut more often than noti find myself dealing withthe upsidedown insideout version where nothing goes as it shouldits at this point that the realtest of my character comes indo i sink or do i swimdo i wallow in self pity and play the victimor simply shift gearsand make the best of the situationthe choice is all minelife is all about how you handle plan b,humor_inspirational
when people start talking about right and left they stop talking about right and wrong,philosophy
each time you happen to me all over again,love
no harry you listen said hermione were coming with you that was decided months ago  years really,love
if i cant sing then let me listen to the songs of the wilderness and let me watch the dance of a lonely leaf,philosophy
the reason that everyone has their own problem is everyone sees something in different side,inspirational
every poet will forever try to write the greatest poem ever written i have found that this kind of poem can be written with one word and that word consists of a beauty beyond any measure to man and one of the most beauty creations to grace the presents of man that one word poem is you,love
your fear of becoming a cliche is what turns you into one if you remove the fear we are all really walking contradictions hypocrites and paradoxical cliches,philosophy_life_love
you have a travel vibrator so i assume you call this one your house vibrator store one in your dashboard for a car vibrator too what about your desk at work and do they each have their own name or is it like george foremans kids  vibrizzio one vibrizzio two,humor
i may not hate al of the people all the time but i hate all of them some of the time and i hate some of them all of the time,life
so all im saying is take that tiara back out place it on your head and prance around like a goddess paint your face paint those pictures paint the entire world if thats what youwant leave your colorful mark in this school and together well wear our hearts on our sleeves and make the area explode with spouts of laughter,love
shake those stars from your hair pretty moonchild its time to dance with the noonday sun,inspirational
loneliness can fly a helicopter through a cutout shapeof a helicopter the same size as the helicopterand thats its only skilland it isnt good enoughbut its still amazing,humor
there are some parts of my life that are wonderful and its amazing to get to go to cool events and award shows and things like that but i think the outside perception is that your life just changes overnight and you wear dolce and gabanna suits and drive a mercedes but lifes just not like that,life
i most certainly believe that it is the gift of god that i am what i am and so i dwell amongst barbarians a proselyte and an exile for the love of god,love
you think its so great to die and make everyone cry and carry on well it aint,life
i was halfway across america at the dividing line between the east of my youth and the west of my future,inspirational
there is  i mean  i found early in life that righteous indignation is a little offputting and so i try to couch it with humor,life
but what was good tween us must have been nothing but bodies she say cause i dont know the albert that dont dance cant hardly laugh never talk bout nothing beat you and hid your sister netties letters who he,love
you have to keep trying whether you feel like you can or not your future will thank you,inspirational
if theres no sacrifice theres no love,love
had the common man in first century palestine thought about it at all he would have considered the world flat with land riding on and surrounded by water below and above keeping water up there was the firmament  a great canopylike dome not too far beyond where birds could fly indeed the firmament had gates for the sun and moon to go through and through which water fell as rain from the waters above,philosophy
all i know is that the closer i get to god the deeper i get into the bible and the heavier the burden seems on my shoulders,love
i realized that i loved using computers to create something but being an architect just wasnt going to keep me interested the idea of a life spent obsessing over bathroom details for an upper east side penthouse was pretty depressing,life
no one will ever love me that much again,love
when nico had woken up at barrachina and found the hunters note about kidnapping reyna hed torn apart the courtyard in rage he didnt want the hunters stealing another important person from him fortunately hed got reyna back but he didnt like how brooding she had become every time he tried to ask her about the incident on the calle san jose  those ghosts on the balcony all staring at her whispering accusations  reyna shut him down,love
till tomorrow good sir one must but gaze at stars,inspirational_love
let your love care and kindness speak louder than your words,philosophy_love
perfection is an opinion not a fact,inspirational
my father also told me that he felt free in that little hole in the ground much freer than he felt outside where he was always being chased by the criminals of the regime that freedom came from inside from his thoughts from his soul and nobody could take that from him,life_love
oh god what do we dodo levi said looking oddly triumphant like his plans for the night had finally materialized like he had been hoping for some disaster like this to happen so he didnt have to be bored anymore like even a dying girl in his bathtub was better than calling his mother to confirm that his grandfather actually was dead and that what he had heard on the answering machine wasnt a mere auditory hallucination we save her of course,love
to reveal your greatness dont wait for a great opportunity find a simple opportunity to care and share your great love,inspirational_philosophy
my girls are great at making fun of dad theyre never impressed with anything i do i love that i hope that never changes,love
there is more than one road to spiritual salvation we discover a philosophical way of living by encountering the world culling knowledge from all available resources and thinking reverently about life,philosophy
our ability to convert time determines how great we will become,life_love
larrys such a liarhe tells outrageous lieshe says hes ninetynine years oldinstead of only fivehe says he lives up on the moonhe says that he once flewhe says hes really six feet fourinstead of three feet twohe says he has a billion dollarsstead of just a dimehe says he rode a dinosaurback in some distant timehe says his mother is the moonwho taught him magic spellshe says his father is the windthat rings the morning bellshe says he can take stones and rocksand turn them into goldhe says he can take burnin fireand turn it freezin coldhe said hed send me seven elvesto help me with my choresbut larrys such a liarhe only sent me four,humor
the wise man will follow a star low and large and fierce in the heavens but the nearer he comes to it the smaller and smaller it will growtill he finds it the humble lantern over some little inn or stable not till we know the high things shall we know how lowly they are,inspirational
with the music of our singing in the background i looked at the church candles and thought about the surreal connection between images and memory the peaceful and joyous candles flickering there during the christmas ceremony projected warmth comfort and familiarity  even though thy emitted the same kind of fiery energy as the flames caused by the war,life
those who learned to know death rather than to fear and fight it become our teachers about life,life
the mind has a definite way of clothing ones thoughts in appropriate physical equivalents think in terms of poverty and you will live in poverty think in terms of opulence and you will attract opulence through the eternal law of harmonious attraction ones thoughts always clothe themselves in material things appropriate unto their nature,inspirational
besides the story is ambivalent and mysterious in its ending is this alkestis returning from down below why does she have a veil over her face could it be that when we forcefully bring back to life what has been lost through love what we get is only a shate of its former reality maybe we can never succeed fully in restoring the soul to life maybe she will always be veiled and at least partially shielded from the rigors of actual life love demands a submission that is total,love
there is nothing to lose in this life naked i came from mothers womb and naked will i go into the grave,life
earl on liking someone because honestly the rational part of me know for a rocksolid fact that i would never ever get with madison hartner but that was just the rational part of me theres always a stupid irrational part of you too and you cant get rid of it you can never completely kill off that tiny absurd spark of hope that this girlagainst all odds although she could date any guy at school not to mention guys at college and even though you look like the oatmeal monster and are a compulsive eater and suffer from constant congestion and say so many stupid things per day that it seems like a stupid things company is paying you to do it this girl might like you,love
life should be used to fulfill the purposes of the kingdom,life_love
far be it from me to keep a woman from her book that could become dangerous,humor
but despite such energetic mental exercise the ghosts of time present would intrude and drive his dreams away it was ann who had robbed him of his peace ann who had once made the present so important and taught him the habit of reality and when she went there was nothing,love
now we believe that the majority of teachers in america know our system must be reformed to put students first so that america can compete that teachers dont teach to become rich or famous they teach because they love children,love
i have nothing to declare except my genius,humor
so fair a victor how can i help but be conquered,love
hades allowed himself the faintest smile but there was nothing cruel in his eyes i can entertain the possibility that you acted for multiple reasons my point is this you and i rose to the aid of olympus because you convinced me to let go of my anger i would encourage you to do likewise my children are so rarely happy i  i would like to see you be an exception nico stared at his father he didnt know what to do with that statement he could accept many unreal things  hordes of ghosts magical labyrinths travel through shadows chapels made of bones but tender words from the lord of the underworld no that made no sense,love
its not miracles that generate faith but faith that generates miracles,inspirational
it was just a quick touch of his lips and it left her breathless as always in that moment his kiss infuriated her this was only supposed to happen in the movies it was a feeling designed by books she wasnt supposed to feel her lungs seize and butterflies were not supposed to run rampant in her stomach just because a man pressed his lips to her lips,love
life comes from physical survival but the good life comes from what we care about,life
achieve success in any area of life by identifying the optimum strategies and repeating them until they become habits,life
if it were necessary either to do wrong or to suffer it i should choose to suffer rather than do it,philosophy
when love fills your heart all bridges lead to something wonderful all roads and tunnels too,love
be true to your real self you are all youve got,inspirational
dont be restricted to your comfort zone alone,life
you better start swimming or youll sink like a stone because the times they are achanging,life
all progress is based upon a universal  innate desire on the part of every living organism to live beyond its income,inspirational
i loved you way before you ever had a chance to put a spell on me i loved you at ive never been to long island zach saidi couldnt keep a big goofy grin from my facei loved you at i like seals i admitted he grinned back,humor_love
do not judge a woman on her kneesyou never know how tall she is when she stands,inspirational
if i lost the ability to speak what would my life be saying,life
is there any fear in love,love
your territory of choice is irrelevant time conversion is what matters,life
i totally bought you as a girl says marisol ill double check with frances later but by the sounds of things you seem to have no balls,humor
stars dont have their own light to glint it is supplied by sun by burning self one endures pain for others to survive,inspirational
celebrate every moment every day celebrate every beauty all the way,inspirational_philosophy_life_love
write down five character traits you admire most in your personal heroes you now have a list of traits to emulate in your own life,life
we are discouraged when we fail to nourish the soul with its spiritual food,inspirational
life is going to be complex and the only way were able navigate our way through it at all is by living as best we can and absorbing those experiences and somehow making intuitive responses in future situations that resemble them in some way,life
every day you need to do something about your purpose of life,life
the fact that corporations constitute what amounts to the governing class today evidences the fact that we are no longer a representative republic that we are a most ruled people under the ceaseless control of a government that is for and by the corporations can no longer be denied the implications are immense a transformation of not only our economic but our political organization is necessary,philosophy
she said im going to miss you when you when i wake updont wake up he answeredbut he didkestrel beside him on the grass said did i wake you i didnt mean toit took him a velvety moment to understand that this was real the air was quiet an insect beat its clear wings she brushed hair from his brow now he was very awakeyou were sleeping so sweetly she saiddreaming he touched her tender mouthabout whatcome closer and i will tell youbut he forgot he kissed her and became lost in the exquisite sensation of his skin becoming too tight for his body he murmured other things instead a secret a want a promise a story in its own wayshe curled her fingers into the green earth,love
do you want to flourish in the garden of life lifes gardeners pluck the weeds and care only for the productive plants,life
i feel its all wrong to be nervous said maria i feel its lack of confidence one ought to go right ahead never mindingsome people do he said but theyre the duds they are the ones that win prizes at school and you never hear of them again go on be nervous be ill be sick down the lavatory pan its part of your life from now on youve got to go through with it nothings worth while if you dont fight for it first if you havent a pain in your belly beforehand,inspirational
if someone slaps you on one cheek offer the other cheek alsobut of course if you were able to stand soberly after the first slap,life
letting go is easy anyone can do that love is fighting for someone to stay thats what takes work,love
life is a doityourself project,inspirational_philosophy_life_love
i gave up on cussing  id run out of words filthy enough  and just started praying,humor
smile when you dont want togive when you feel you have nothing to givego for a walk when you dont have the energylisten when you feel you cant listenplay music when you need to hear the newstake five when you dont have the time,inspirational_life
each of these thoughts which you have chance to read from mein came stages in my life,life
a literary academic can no more pass a bookstore than an alcoholic can pass a bar,humor
recognize and appreciate little things and enjoy what life has to offer,inspirational_life
although it is great to know it is better to be told i love you whose day can you make better today by simply saying i love you now do the thing you know better to do,life
a heart that reaches out with love can heal a soul and change a life,life_love
those sweet lips my oh my i could kiss those lips all night longgood things come to those who wait,humor_love
small fruit is better than big words,inspirational
do not think of this as the end think of this as the beginning of eternity together  i have always loved you i will always love you heaven will not stand between us and hell hath no fury that can burn bright enough to keep me from you,love
come humans fulfill your evolutionary purpose adn build your hound a fire oberon,humor
in honoring the wright brothers it is customary and proper to recognize their contribution to scientific progress but i believe it is equally important to emphasize the qualities in their pioneering life and the character in man that such a life produced the wright brothers balanced success with modesty science with simplicity at kitty hawk their intellects and senses worked in mutual support they represented man in balance and from that balance came wings to lift a world,life
when i woke up and the dark wasnt gone yet and the dark seemed so big then she sang soft and made the dark small againthat is the best of all things we can do for one another make the dark small,love
if a man decides that it is better for him to resist the demands of a present feeble love in the name of another of a future manifestation he deceives either himself or other people and loves no one but himself future love does not exist love is a present activity only the man who does not manifest love in the present has not love,love
jin looked both ways for the quicksilver dragon before crossing the canal,humor_philosophy
graduating from the school of hard knocks doesnt always get you to fort knox,humor_inspirational
when there is not a trace of worldly love that is called absolute ultimate love paramarth prem,love
i have begun to wonder where i came from the person i am now this fumbling stumbling supplicant was i built on the foundations of my old life or did i rise from the grave a blank state how much of me is inherited and how much is my own creation questions that were once just idle musings have begun to feel strangely urgent am i firmly rooted to what came before or can i choose to deviate,life
religious people fear hell  spiritual people have walked thru it,inspirational
in life you have to take lots of decisions and if you dont take decisions you would never do anything because you would spend all your time choosing between things you could do,inspirational_life
you are surrounded by ignorance savagery and fanaticism you live in a society where everyone thinks heshe knows about everything in the whole universe if you find yourself among those intellectual idiots then being good and humble may give rise to doubts in your mind about your own ideas so you must first learn to distinguish between real and shallow intellect then as a self preservation tactic you need to let your pretence of arrogance grow as big as a dinosaur so that the fake intellectuals start to realize their true inferiority in front of you,inspirational
if women lose the right to say where and how they birth their children then they will have lost something thats as dear to life as breathing,inspirational_life
when the hatred stops will the love begin when there is no more greed will there then be peace,inspirational_love
lottery a tax on people who are bad at math,life
love is not love that wounded bleeds and bleeding sullies slow come death within my hands and i unto my love will go,love
now it was done he was free of xanth forever free to make his own life without being ridiculed or mothered or tempted free to be himselfbink put his face in his hands and cried,life
early in life i had to choose between honest arrogance and hypocritical humility i chose honest arrogance and have seen no occasion to change,life
let the seeds of hope sprout in the dead of winter,inspirational_philosophy
perhaps gratitude and love are one and the same,life_love
a president should be approachable understanding of peoples problems and needs he should be fair and equitable he should listen with an open mind and a closed mouth he shouldnt make a decision without all the facts and above all else he must be honest to the peopleanything else and he shouldnt be president,philosophy
nothing travels faster than the speed of light with the possible exception of bad news which obeys its own special laws,humor
i just want to always be here in this place right here right now,life
i think a lover when broken is given a gift not a scar not a poem not a rhyme unless it fits i think as humans we see a set of hues but when wounded we see something more deeper shades of hurt and worry colors never seen before because i cant imagine a child could see the same black as a widower and i dont think healthy hearts know the true meaning of blue when children close their eyes they see a color they call empty but in the eyelids of the bruised the empty blacks a crowded room,love
i believe i will not not die a minute too early or a minute too late but exactly when i am supposed to,philosophy_life
liberace was certainly master and commander of the ivories  he is the only pianist i can watch or listen to without suffering a case of stagefright sympathy sickness,humor
life is a journey without destination but it unfolds our conscious and subconscious expectations,inspirational_philosophy_life_love
im a fun song maker i love to make people smile i also love to see them big burly dudes crying because their wives song is die a happy man,love
to love is to admire with the heart to admire is to love with the mind,love
you are the candle love is the light enlighten the mind and heart with your empowering light,inspirational_philosophy_life_love
and then i got what she was saying in the paranormal world everyone was your enemy,inspirational
a welldeveloped sense of humor is the pole that adds balance to your steps as you walk the tightrope of life,life
foretold by ancient seers and now by scientists we are at the unprecedented historic and evolutionary crossroad we have the capacity to transform ourselves spiritually and our civilisation materially or deevolve into an orwellian nightmare,philosophy
a puritan twist in our nature makes us think that anything good for us must be twice as good if its hard to swallow learning greek and latin used to play the role of character builder since they were considered to be as exhausting and unrewarding as digging a trench in the morning and filling it up in the afternoon it was what made a man or a woman  or more likely a robot  of you now math serves that purpose in many schools your task is to try to follow rules that make sense perhaps to some higher beings and in the end to accept your failure with humbled pride as you limp off with your aching mind and bruised soul you know that nothing in later life will ever be as difficultwhat a perverse fate for one of our kinds greatest triumphs think how absurd it would be were music treated this way for math and music are both excursions into sensuous structure suffer through playing your scales and when youre an adult youll never have to listen to music again and this is mathematics were talking about the language in which galileo said the book of the world is written this is mathematics which reaches down into our deepest intuitions and outward toward the nature of the universe  mathematics which explains the atoms as well as the stars in their courses and lets us see into the ways that rivers and arteries branch for mathematics itself is the study of connections how things ideally must and in fact do sort together  beyond around and within us it doesnt just help us to balance our checkbooks it leads us to see the balances hidden in the tumble of events and the shapes of those quiet symmetries behind the random clatter of things at the same time we come to savor it like music wholly for itself applied or pure mathematics gives whoever enjoys it a matchless selfconfidence along with a sense of partaking in truths that follow neither from persuasion nor faith but stand foursquare on their own this is why it appeals to what we will come back to again and again our architectural instinct  as deep in us as any of our urges,inspirational
the thing i never understood about love is that it cant be quelled like lust can with love if you follow its call if you give in to it it just gets worse the more you have the deeper you go the more you need,love
she felt wild and unruly determined and free,inspirational_love
i love you if you remember nothing else for the rest of your life if you fall and hit your head and cant remember my name if you get so sick youre unrecognizable if you hate me if youre on your deathbed and cant manage to even lift a finger  remember this i love you always forever eternally is that kind of love something you can handle saylor,love
i dont necessarily love the sports per se i love the stories behind them also in a kind of perverse way i like to study what it does to us why we care so much its caring about something thats utterly meaningless,love
god loves his people despite their sins and faults,love
you can flip a coin but schrodingers pet cat will still be in that box,humor
if an act is not one of work or courage then it is not an act of love there are no exceptions,love
purity is defined by the clearness of the stars,love
one starts an action simply because one must do something,inspirational
she blows kisses to the one who danced through her dreams and leaves a trail of moon dust on her heart,love
i am just absolutely convinced that the best formula for giving us peace and preserving the american way of life is freedom limited government and minding our own business overseas,life
works of art are of an infinite solitude and no means of approach is so useless as criticism only love can touch and hold them and be fair to them,love
its the ride of life the journey from here to there living and loving every moment like we have none to spare,life_love
the meaning of life is not to be discovered only after death in some hidden mysterious realm on the contrary it can be found by eating the succulent fruit of the tree of life and by living in the here and now as fully and creatively as we can,life
if you really wanna be a part of my life you will get wet with the rain of tweets be ready for that too with love yours soulmate,life_love
love can crystallize things when love is in the air distressing rain can become a wonderful avalanche of shimmering diamonds raindrops are transformed into a flood of sparkling crystal pearls the power of love can convert rain into a multitude of glittering prisms the mental seduction of love and a boundless illusion inflamed by a profound uprising emotion can change any ordinary incident into a radiant luminous voyage  crystallization under an umbrella ,love
all of life is more or less what the french would call simposer  to be able to create ones own terms for what one does,life
as you know jesus more you naturally love him more the less you know of him the less you love to know jesus is to love him,love
fall in love again and againin life love is the currency spend it as much you can for an enormous gain,inspirational_philosophy_life_love
death is not our destiny longing for true love is our true destiny that is where we will find the ultimate meaning of life,inspirational_philosophy
view your life with kindsight stop beating yourself up about things from your past instead of slapping your forehead and asking what was i thinking breathe and ask yourself the kinder question what was i learning,inspirational
hate is nothing when weighed against survival valentine,life
thinking it seems is a difficult undertaking rjs,philosophy
you are giving me words to write a song and thats even better than butterflies,love
unable to understand why you think so when you chose a different path,humor_love
lets go back homei cant think about youwithout smilingwhat i wouldnt giveto go back theretake you in my armskiss you and tell youi still love youits been three decades nowand still your smiles with meyour wave goodbye the love in your eyes and everything else you gave mebefore that highway fog swept inand stole your spirit awayoh to return by your side again fish beside the pleasant hill damhike through the mayers woods hang out on your big hillsleep naked in your twin bedfill your room with laughter and marijuana smokeyou returned homeand i traveled on down the roadfound new lovessafely took them under my wingand deeply into my heartbut you know as i dothis wasnt always possiblei didnt always have the fire the courage to stand tallthe joy to expand nor the love to give deeplythese were all your giftsto mesomedaywhen i close my eyes for goodand cry out lord forgive me for i have sinnedill joyously return by your sidetake you into my arms kiss you and tell youi still love you,love
peace is a dreamland peace is in my imaginationpeace is in my heart peace is in my mind forming a singing band peace is my best friendalways holding my handpeace is the only battle i am fighting for with the power of my love,inspirational_philosophy_life_love
you scared the crap out of me i shove his bare chest with a growl wasthat you at the front doorya think he fires back with a raise of his eyebrows taking hold of my armagain as he practically drags me back toward the front entrydid it occur to you to say something i shoot back with a scowl i thoughtyou were some kind of psychopath my frown deepens as i consider whether he might in fact be a psychopath,humor
if you want to be happy in the future be happy now,inspirational_philosophy_life_love
your birth filled your parents with joy your universe with love and your soul with the flowers of hope may those flowers of hope bloom with the fragrance of endless success,inspirational_philosophy
i love the sad songs with their maudlin selfdeprecating almost funny lyrics as an englishman they make a lot of sense,love
no baby you didnt hurt me you wrecked me know the difference,love
an alternative to love is not hate but patience,love
at one point in your life you start to understand that all what really matters is the love you give and the love you receive,life_love
went to get coffee todayopened my change purse sea shells fell out barista goes sorry we only take cash or credit so theres that,life
i eyed her like a thirsty traveler in the desert looks at a pail of water,love
i asked her if i was black or white she replied you are a human being educate yourself or youll be a nobody,inspirational
for those who have a great attitude their life fills with an abundance of beauty which deserves gratitude,inspirational_philosophy_life_love
understanding languages and other cultures builds bridges it is the fastest way to bring the world closer together and to truth through understanding people will be able to see their similarities before differences,life
dedicate your life to solitude and mortify your members which are upon the earth,inspirational_humor_philosophy_love_life
let it ever be remembered that genuine faith in christ will ever be productive of good works for this faith worketh by love as the apostle says and love to god always produces obedience to his holy laws,love
at some point our lips met and it was perhaps the most wonderful thing id ever experienced and truly i guess there wasnt just one kiss but several a polite frenzy a mass migration of delicate wildebeest kisses i remember them as one transcendent event though,humor
i love you i hate you i like you i hate you i love you i think youre stupid i think youre a loser i think youre wonderful i want to be with you i dont want to be with you i would never date you i hate you i love youi think the madness started the moment we met and you shook my hand did you have a disease or something,humor_life
give me your soul and i will give you a unified humanity replete with courage conscience and compassion,inspirational_philosophy
if you and i spend our seasons together we would find that our dreams and fantasies of happilyeverafterlove have holes in them through which the wind of karma blows our yellow flag shakes and i would like you to look ahead and see what i know the wind will replace our pretty ideas with something brighter life,love
when we come in contact with our true self we stop trying to be someone else we fall in love with it and embrace it with all its flaws ,love
wherefore is light given to him that is in misery and life unto the bitter in soul which long for death but it cometh not and dig for it more than for hid treasures which rejoice exceedingly and are glad when they can find the grave,inspirational_humor_philosophy_love_life
positive energy positive actions,inspirational
think about someone such as a teacher who may have inspired you their care and love must have shone through that is the reason to follow those who set a good example of life,love
all overt and covert emotions would shrivel without the beam of contrast and comparison to supply context and implication we need the value of counterpoise to recognize and distinguish between similar and dissimilar concepts how do we identify the importance of hope if we never felt despair how do we appreciate the value of society and companionship until we experience solitude and loneliness what would any relationship be unless draped with the boughs of thoughts and feelings without the ongoing interaction between conscientious action and unreserved devotion without endless empathy fused with boundless love in the ring of time without the verve supplied by both the real and the imaginary life would be bland insipid and lackluster,philosophy
i love using my imagination i love writing about animals,love
there is this common notion that young conservatives are the few that most people had liberal worldviews when they were young if this is true then it is with great irony that a number of old liberals must never had progressed into conservatives as they grew older,humor
i never can love you deep enough or long enough to satisfy me,inspirational_philosophy_life_love
must be weird for you having your mom hereweird for me weird for her probably weird for you since you had to give up your swinging bachelor padmrs casnoff let me install my heartshaped jacuzzi in my new dorm roomcal i said with mock astonishment did you just make a jokemaybe,humor
love is supposed to be based on trust and trust on love its something rare and beautiful when people can confide in each other without fearing what the other person will think,love
the cradle rocks above an abyss and common sense tells us that our existence is but a brief crack of light between two eternities of darkness although the two are identical twins man as a rule views the prenatal abyss with more calm than the one he is heading for,life
design is not making beauty beauty emerges from selection affinities integration love,love
my glasses are from cutler  gross theyre not prescription i just love wearing them i used to wear rayban a lot and then i realised that a lot of the things ive started going for are a little bit more refined i liked the fact that i was supporting a british brand somebody i could have a relationship with and people that i could talk to,love
it is raining in my hearthumanity is shedding a teari asked who is sufferingis it my mothersilenceno answereveryone has a motherand she always sufferswhy as a child do we let our mothers sufferi could not get an answer,inspirational_philosophy
i still have joy in the midst of struggles,life
dont give up its not over the universe is balanced every setback bears with it the seeds of a comeback,life
writing poetry is a state of free float,inspirational
i love to play the game of life,inspirational_life
one last song one last turn one last street no matter how hard you try to keep hold of a day its going to leave you,life
i dont feel guilty about the music i love if you feel guilty about something you dig then you should stop feeling guilty about it one of my favorite albums to this day is the 10th anniversary ensemble cast of les miserables the ultimate cast recording and it is still something i love listening to top to bottom,love
they took my booksbecause my message was lovethey took my penbecause my words were lovethen they took my voicebecause my song was lovesoon theyll take myselfso nothing remainsbut they dont know that when im gonemy love will stay,inspirational_love
and though ive lived to be an old man with my very own share of happiness for all the mess i made i still judge every joyous moment every victory and revelation against those few seconds of living,life
finally from so little sleeping and so much reading his brain dried up and he went completely out of his mind,humor
philosophy is the music of a judgmental mind and imaginative heart,inspirational_philosophy
love is how you stay alive even after you are gone,love
and if ever you need encouragement remember at least two sober facts which nobody can rationally deny that you are a new and unique living force in nature and that you can by taking thought and pursuing it become more and more intensely alive,inspirational_philosophy_life
theres something different about you he saysive started styling my hair differently i laughoh i thought it was that you were three feet taller a hell of a lot broader look like a werewolf and are naked expect for that bit of cloth around your waist but youre right  its the hair,humor
only use the mind for practical ways in life use your deep inner body energy observation and breath to glide through life,inspirational
im interested in connecting with readers and strangers through poetry i want to create real intimacy with my poems whether i do that through pulling from my personal life or using my fantasy lifeor say history whether that history is personal history or our collective historieswhats important is that an experience is created an experience that will hopefully matter to people and feel real i want my poems to move people and make them want to live their lives however complicated and impossible those lives may be i think a poem can speak to the life you currently live but also to the lives youve lived before the ones to come and also those youve yet to imagine what else can do that not sex or money or other people,life
if lifes pen passion is ink,life
you forget darling the local psychopath,humor
do not worry my sweet one you have it within you to get yourself where you need to be,inspirational
fear is dangerous but fear is good,inspirational
people come to me for the solution of their problem if my knowledge and experience is not enough to solve the problem i go to my library read the relevant book and provide the solution,inspirational_philosophy
it was harder for the ones who were waiting annemarie knew less danger perhaps but more fear,inspirational
we tend to live up to our expectations,life
youre beautiful but youre emptyone couldnt die for you of course an ordinary passerby would think my rose looked just like you but my rose all on her own is more important than all of you together since shes the one ive watered since shes the one i put under glass since shes the one i sheltered behind the screen since shes the one for whom i killed the caterpillars except the two or three butterflies since shes the one i listened to when she complained or when she boasted or even sometimes when she said nothing at all since shes my rose,inspirational_love
our memories and events in our lives are untidy things we wish that we can file them away and shut the door or wish the opposite  that they would stay forever,life
every child must be taught how to think read and write,life
the way you think is the driving force that fashions your world thereby governing the kind of life that you live,life
the moral and political principles that govern men are derived from three sources revelation natural law and the artificial conventions of society with regard to its main purpose there is no comparison between the first and the others but all three are alike in that they all lead towards happiness in this mortal life,life
the stars will go out before i forget you mark blackthorn,love
wellness is not a medical fix but a way of living  a lifestyle sensitive and responsive to all the dimensions of body mind and spirit an approach to life we each design to achieve our highest potential for wellbeing now and forever,life
forgiveness is a gift we can only give to ourselves,inspirational_love
this might not mean much to you right now but fer what its worth ill tell you maybe i know bettern most life aint black an white people aint neether family friends lovers its all a lot more complicated the longer i live the more i see the less i know fer sure especially when it comes to matters of the heart so dry yer tears whoever he is he wont be cryin over you men never do thats the one thing i do know fer sure now muck up them boots a bit,love
nothing on earth hurts my soul deeper than conditional love,love
  though the names of lovers are forgotten in time their nameswritten across the sky as ogham threads are tracedbetween the stars,love
dead yet gus answeredi smirked not yet but the nights still youngheres hoping,humor
they dropped like flakes they dropped like starslike petals from a rosewhen suddenly across the lunea wind with fingers goesthey perished in the seamless grassno eye could find the placebut god on his repealless listcan summon every face,love
a writer fills the paper with the pictures of perception experience and feeling of real and imaginative lives,inspirational_philosophy
any decision can be easier if you think carefully about your goals the dimensions of yourself that are most important to you your needs and wants the specific costs and benefits associated with your choices the commensurability of those choices and whether certain goals should be sequenced instead of pursued simultaneously to give you a better chance of success instead of striving for worklife balance or even worrying about juggling on the balance beam use this framework to pursue your lifes workholistically seeking both success and satisfaction,life
the darkness of life cannot hide the light of kindness that shines from the heart,inspirational_philosophy
